checked,original_name,aligned_name,source,canonicalName,canonicalName_subbed,canonicalName_to_species,family,known,scientificNameAuthorship,subclass,taxonDistribution,taxonomicStatus,taxonRank
TRUE,Syncarpia glomulifera,Syncarpia glomulifera,APC list (accepted),Syncarpia glomulifera,Syncarpia glomulifera,Syncarpia glomulifera,Myrtaceae,TRUE,(Sm.) Nied.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Syzygium,Syzygium,APNI names,Syzygium,Syzygium,Syzygium,Myrtaceae,TRUE,P.Browne ex Gaertn.,Magnoliidae,"WA, ChI, NT, Qld (native and naturalised), NSW (native and naturalised), LHI, NI (naturalised), Vic, Tas (naturalised)",accepted,Genus
TRUE,Syzygium australe,Syzygium australe,APC list (accepted),Syzygium australe,Syzygium australe,Syzygium australe,Myrtaceae,TRUE,(J.C.Wendl. ex Link) B.Hyland,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Waterhousea floribunda,Waterhousea floribunda,APC list (known names),Syzygium floribundum,Syzygium floribundum,Syzygium floribundum,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Syzygium francisii,Syzygium francisii,APC list (accepted),Syzygium francisii,Syzygium francisii,Syzygium francisii,Myrtaceae,TRUE,(F.M.Bailey) L.A.S.Johnson,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Acmena hemiplampra,Acmena hemilampra,APC list (known names),Syzygium hemilamprum,Syzygium hemilamprum,Syzygium hemilamprum,Myrtaceae,TRUE,(F.Muell.) Craven & Biffin,Magnoliidae,"NT, Qld, NSW",accepted,Species
TRUE,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,APC list (accepted),Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Syzygium hodgkinsoniae,Myrtaceae,TRUE,(F.Muell.) L.A.S.Johnson,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Acmena ingens,Acmena ingens,APC list (known names),Syzygium ingens,Syzygium ingens,Syzygium ingens,Myrtaceae,TRUE,(F.Muell. ex C.Moore) Craven & Biffin,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Syzygium luehmannii,Syzygium luehmannii,APC list (accepted),Syzygium luehmannii,Syzygium luehmannii,Syzygium luehmannii,Myrtaceae,TRUE,(F.Muell.) L.A.S.Johnson,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Syzygium moorei,Syzygium moorei,APC list (accepted),Syzygium moorei,Syzygium moorei,Syzygium moorei,Myrtaceae,TRUE,(F.Muell.) L.A.S.Johnson,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Syzygium oleosum,Syzygium oleosum,APC list (accepted),Syzygium oleosum,Syzygium oleosum,Syzygium oleosum,Myrtaceae,TRUE,(F.Muell.) B.Hyland,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Syzygium paniculatum,Syzygium paniculatum,APC list (accepted),Syzygium paniculatum,Syzygium paniculatum,Syzygium paniculatum,Myrtaceae,TRUE,Gaertn.,Magnoliidae,NSW (native and naturalised),accepted,Species
TRUE,Syzygium smithii,Syzygium smithii,APC list (accepted),Syzygium smithii,Syzygium smithii,Syzygium smithii,Myrtaceae,TRUE,(Poir.) Nied.,Magnoliidae,"Qld, NSW, Vic, Tas (doubtfully naturalised)",accepted,Species
TRUE,Acmena smithii,Acmena smithii,APC list (known names),Syzygium smithii,Syzygium smithii,Syzygium smithii,Myrtaceae,TRUE,(Poir.) Nied.,Magnoliidae,"Qld, NSW, Vic, Tas (doubtfully naturalised)",accepted,Species
TRUE,Syzygium wilsonii ssp. wilsonii,Syzygium wilsonii subsp. wilsonii,APC list (accepted),Syzygium wilsonii subsp. wilsonii,Syzygium wilsonii,Syzygium wilsonii,Myrtaceae,TRUE,(F.Muell.) B.Hyland,Magnoliidae,Qld,accepted,Subspecies
TRUE,Thespesia populnea,Thespesia populnea,APC list (accepted),Thespesia populnea,Thespesia populnea,Thespesia populnea,Malvaceae,TRUE,(L.) Sol. ex Correa,Magnoliidae,"CoI, Qld",accepted,Species
TRUE,Toona,Toona,APNI names,Toona,Toona,Toona,Meliaceae,TRUE,(Endl.) M.Roem.,Magnoliidae,"Qld, NSW, NI (doubtfully naturalised)",accepted,Genus
TRUE,Toona australis,Toona australis,APC list (known names),Toona ciliata,Toona ciliata,Toona ciliata,Meliaceae,TRUE,M.Roem.,Magnoliidae,"Qld, NSW, NI (doubtfully naturalised)",accepted,Species
TRUE,Trema tomentosa,Trema tomentosa,APC list (accepted),Trema tomentosa,Trema tomentosa,Trema tomentosa,Cannabaceae,TRUE,(Roxb.) H.Hara,Magnoliidae,"WA, ChI, NT, Qld, NSW, Vic (presumed extinct)",accepted,Species
TRUE,Ulmaceae,Ulmaceae,APNI names,Ulmaceae,Ulmaceae,Ulmaceae,Ulmaceae,TRUE,Mirb.,Magnoliidae,"SA (naturalised), Qld (naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",accepted,Familia
TRUE,Verbena bonariensis,Verbena bonariensis,APC list (accepted),Verbena bonariensis,Verbena bonariensis,Verbena bonariensis,Verbenaceae,TRUE,L.,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",accepted,Species
TRUE,Xanthorrhoea,Xanthorrhoea,APNI names,Xanthorrhoea,Xanthorrhoea,Xanthorrhoea,Xanthorrhoeaceae,TRUE,Sol. ex Sm.,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic, Tas",accepted,Genus
